customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
1360-JYXKQ,2021-08-01,100.54686000,551648.16600000,3,California,South Gate,90280,33.94462400,-118.19261500,Female,Yes,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4118
3429-IFLEM,2021-08-01,55.55277000,398608.18200000,8,California,Hayward,94544,37.63921500,-122.03755400,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),4846
1832-PEUTS,2021-08-01,90.40086000,549066.00900000,3,California,San Bernardino,92410,34.10692200,-117.29755300,Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),5995
4926-UMJZD,2021-08-01,31.97016000,97375.77900000,8,California,Mt Baldy,91759,34.23131800,-117.66203200,Female,No,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,2157
7803-XOCCZ,2021-08-01,54.61569000,281155.46400000,8,California,Anza,92539,33.52760500,-116.66655100,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),6099
3701-SFMUH,2021-08-01,45.29106000,33539.42700000,8,California,Trabuco Canyon,92679,33.63111900,-117.56734600,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),4326
5074-FBGHB,2021-08-01,68.00157000,447699.20400000,8,California,Freedom,95019,36.93622800,-121.78555900,Male,No,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),6443
3688-FTHLT,2021-08-01,40.96989000,69336.90900000,8,California,Flournoy,96029,39.84784000,-122.54455600,Female,No,No,No,16,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3214
1298-PHBTI,2021-08-01,55.10304000,399782.95200000,8,California,Los Angeles,90049,34.09182900,-118.49124400,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,5952
7218-HKQFK,2021-08-01,0.00000000,0.00000000,0,California,Homeland,92548,33.76189400,-117.12086800,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3715
7198-GLXTC,2021-08-01,0.00000000,0.00000000,0,California,La Palma,90623,33.85050400,-118.03989200,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,5239
2202-OUTMO,2021-08-01,39.54033000,130193.92800000,8,California,Caruthers,93609,36.52760000,-119.86599900,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),3012
6619-RPLQZ,2021-08-01,13.54833000,57971.90700000,8,California,June Lake,93529,37.73026900,-119.05581300,Female,No,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,2844
8226-BXGES,2021-08-01,58.12461000,369908.39700000,8,California,Gardena,90249,33.90139000,-118.31569700,Male,No,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),5519
6317-YPKDH,2021-08-01,0.00000000,0.00000000,0,California,Glendale,91202,34.16792600,-118.26753900,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),4534
0887-HJGAR,2021-08-01,0.00000000,0.00000000,3,California,Coalinga,93210,36.18686700,-120.38779300,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2295
1809-DMJHQ,2021-08-01,0.00000000,0.00000000,3,California,Newport Beach,92660,33.63462600,-117.87488200,Female,No,No,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,4846
0719-SYFRB,2021-08-01,0.00000000,0.00000000,3,California,Norco,92860,33.92583300,-117.55963900,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,5670
5244-IRFIH,2021-08-01,0.00000000,0.00000000,3,California,Los Alamos,93440,34.75869900,-120.27583900,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4333
1618-CFHME,2021-08-01,0.00000000,0.00000000,6,California,Riverbank,95367,37.73497100,-120.95427100,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2101
5835-BEQEU,2021-08-01,0.00000000,0.00000000,6,California,Westley,95387,37.54600700,-121.28257000,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4428
6734-JDTTV,2021-08-01,12.89853000,82332.90900000,8,California,Manton,96059,40.42667900,-121.85042100,Male,No,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),6009
2839-RFSQE,2021-08-01,0.00000000,0.00000000,3,California,Rancho Mirage,92270,33.76367800,-116.42992800,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3845
4631-OACRM,2021-08-01,0.00000000,0.00000000,3,California,Lake Forest,92630,33.64484900,-117.68425400,Male,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3621
9039-RBEEE,2021-08-01,0.00000000,0.00000000,3,California,Santa Clara,95050,37.35121400,-121.95241700,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3080
4800-VHZKI,2021-08-01,0.00000000,0.00000000,6,California,Niland,92257,33.34582500,-115.59657400,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3351
2636-OHFMN,2021-08-01,0.00000000,0.00000000,6,California,Orosi,93647,36.60018500,-119.17565500,Male,No,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3955
6990-YNRIO,2021-08-01,0.00000000,0.00000000,0,California,Agoura Hills,91301,34.12905800,-118.75978800,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),6120
7180-PISOG,2021-08-01,0.00000000,0.00000000,3,California,Piru,93040,34.43284300,-118.73010600,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5554
4430-UZIPO,2021-08-01,0.00000000,0.00000000,3,California,Los Angeles,90020,34.06636700,-118.30986800,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,5825
7619-ODSGN,2021-08-01,0.00000000,0.00000000,3,California,Foothill Ranch,92610,33.69872800,-117.67768000,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,5699
5276-KQWHG,2021-08-01,0.00000000,0.00000000,6,California,Woody,93287,35.71024400,-118.88167900,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4596
9578-VRMNM,2021-08-01,0.00000000,0.00000000,6,California,Summerland,93067,34.42099800,-119.60137000,Female,No,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),4722
8714-EUHJO,2021-08-01,0.00000000,0.00000000,6,California,Castella,96017,41.12110800,-122.33661300,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5219
9327-QSDED,2021-08-01,49.64700000,38235.60000000,0,California,Quincy,95971,39.97122800,-121.04116600,Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3266
5647-URDKA,2021-08-01,22.45800000,14848.50000000,0,California,Alturas,96101,41.46887700,-120.54229000,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5962
8990-ZXLSU,2021-08-01,78.71700000,74271.00000000,0,California,Sun City,92586,33.70748300,-117.20000600,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,5121
4182-BGSIQ,2021-08-01,22.57200000,22429.50000000,0,California,Durham,95938,39.60783100,-121.77795900,Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),3196
2450-ZKEED,2021-08-01,61.33200000,74276.70000000,0,California,Mammoth Lakes,93546,37.55007400,-118.83716700,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),5899
3566-VVORZ,2021-08-01,52.32600000,57678.30000000,0,California,Westlake Village,91361,34.13099200,-118.89467300,Female,No,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),5790
0851-DFJKB,2021-08-01,67.20300000,108887.10000000,0,California,Concord,94518,37.95024800,-122.02245500,Female,No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,4497
7105-BENQF,2021-08-01,73.92900000,108385.50000000,0,California,Tarzana,91356,34.15713700,-118.54851100,Male,No,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,4442
5649-RXQTV,2021-08-01,112.86000000,574349.10000000,0,California,Alderpoint,95511,40.16602800,-123.58414400,Male,No,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5787
0887-WBJVH,2021-08-01,106.53300000,555430.80000000,0,California,Cressey,95312,37.42027300,-120.66527000,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,4700
0036-IHMOT,2021-08-01,118.21800000,644869.50000000,0,California,Parlier,93648,36.62223700,-119.52112600,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5892
5127-BZENZ,2021-08-01,74.32800000,400385.10000000,0,California,Mcarthur,96056,41.10831000,-121.36036200,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),4775
2146-EGVDT,2021-08-01,22.00200000,135967.80000000,0,California,Chatsworth,91311,34.29414200,-118.60388300,Male,No,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),4149
6685-XSHHU,2021-08-01,23.88300000,144842.70000000,0,California,Keyes,95328,37.55563100,-120.91165300,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),4425
8779-YIQQA,2021-08-01,20.08908000,35521.14600000,3,California,Pico Rivera,90660,33.98952400,-118.08929900,Male,No,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,3243
7136-IHZJA,2021-08-01,72.39171000,288876.91200000,3,California,Santa Fe Springs,90670,33.93356500,-118.06261100,Female,No,Yes,Yes,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,5807
2101-RANCD,2021-08-01,83.33400000,472518.60000000,0,California,El Dorado Hills,95762,38.68443700,-121.05563400,Female,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5832
7279-NMVJC,2021-08-01,20.19054000,32786.79900000,3,California,Compton,90220,33.88151000,-118.23445100,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),2093
0516-OOHAR,2021-08-01,101.81511000,283986.54000000,3,California,Topanga,90290,34.11519200,-118.61017000,Male,No,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),3411
0362-RAOQO,2021-08-01,19.93689000,84237.16500000,3,California,Norco,92860,33.92583300,-117.55963900,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),3878
7833-PKIHD,2021-08-01,77.51544000,402420.79800000,3,California,Palm Desert,92260,33.69450100,-116.41271100,Male,No,Yes,No,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6385
7017-VFHAY,2021-08-01,116.78046000,711046.89900000,3,California,Glendora,91740,34.11936300,-117.85505900,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6090
3569-JFODW,2021-08-01,65.32029000,477778.95900000,8,California,Del Mar,92014,32.94826200,-117.25608600,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),5096
3982-DQLUS,2021-08-01,87.00195000,577150.13700000,3,California,Sunland,91040,34.28270400,-118.31292900,Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4978
0824-VWDPO,2021-08-01,62.86815000,288689.89500000,8,California,Mckinleyville,95519,40.96501100,-124.01525500,Female,No,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),3682
7698-YFGEZ,2021-08-01,12.99600000,1299.60000000,8,California,Riverside,92509,34.00437900,-117.44786400,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5650
4522-AKYLR,2021-08-01,35.60904000,47519.87400000,8,California,Chino Hills,91709,33.94289500,-117.72564400,Female,Yes,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,5557
9955-QOPOY,2021-08-01,39.50784000,277035.73200000,8,California,Sunnyvale,94089,37.42163300,-122.00961300,Male,No,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),5683
6234-PFPXL,2021-08-01,62.31582000,145227.05100000,8,California,Sacramento,95829,38.48650200,-121.33405100,Male,No,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),3207
2372-HWUHI,2021-08-01,0.00000000,0.00000000,0,California,Lakewood,90712,33.84052400,-118.14840300,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2570
3097-NNSPB,2021-08-01,0.00000000,0.00000000,0,California,Valley Ford,94972,38.33999600,-122.93505600,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2960
2842-BCQGE,2021-08-01,48.96243000,205427.77200000,8,California,San Diego,92139,32.67771600,-117.04766600,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4898
1492-QGCLU,2021-08-01,55.68786000,299954.17800000,8,California,San Diego,92109,32.78783600,-117.23237600,Male,No,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,5957
6390-DSAZX,2021-08-01,0.00000000,0.00000000,0,California,Guatay,91931,32.85794600,-116.56191700,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,2565
9944-HKVVB,2021-08-01,0.00000000,0.00000000,3,California,King City,93930,36.22076100,-120.98077700,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5861
3389-YGYAI,2021-08-01,0.00000000,0.00000000,3,California,Princeton,95970,39.42495700,-122.03930700,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5546
7410-KTVFV,2021-08-01,0.00000000,0.00000000,3,California,Grimes,95950,39.03305800,-121.89571800,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,2815
0617-FHSGK,2021-08-01,0.00000000,0.00000000,3,California,Rancho Cordova,95670,38.60272300,-121.27991300,Male,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),5283
1934-SJVJK,2021-08-01,0.00000000,0.00000000,6,California,Smith River,95567,41.95068300,-124.09709400,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4103
0772-GYEQQ,2021-08-01,0.00000000,0.00000000,3,California,Lodi,95240,38.12354400,-121.15907800,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,5202
1455-UGQVH,2021-08-01,0.00000000,0.00000000,3,California,Acampo,95220,38.20023100,-121.23503400,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4501
4816-LXZYW,2021-08-01,0.00000000,0.00000000,3,California,Long Beach,90810,33.81981400,-118.22241600,Female,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,5216
7207-RMRDB,2021-08-01,0.00000000,0.00000000,3,California,Santa Barbara,93110,34.43794500,-119.77191000,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5720
1349-WXNGG,2021-08-01,0.00000000,0.00000000,6,California,Glendale,91207,34.18237800,-118.26292200,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),4710
8337-UPOAQ,2021-08-01,0.00000000,0.00000000,6,California,Wrightwood,92397,34.35832100,-117.61826300,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,5124
3886-CERTZ,2021-08-01,0.00000000,0.00000000,0,California,Fullerton,92831,33.87998300,-117.89548200,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4261
9488-HGMJH,2021-08-01,0.00000000,0.00000000,3,California,Indian Wells,92210,33.53764600,-116.29108900,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5287
1428-GTBJJ,2021-08-01,0.00000000,0.00000000,3,California,Jenner,95450,38.50599500,-123.18701900,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4601
1086-LXKFY,2021-08-01,0.00000000,0.00000000,6,California,Westwood,96137,40.27153500,-121.01808700,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,4779
6331-LWDTQ,2021-08-01,0.00000000,0.00000000,6,California,Rialto,92377,34.15675800,-117.40468600,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2457
3055-MJDSB,2021-08-01,28.04400000,21671.40000000,0,California,Planada,95365,37.32972500,-120.30639900,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2323
7554-NEWDD,2021-08-01,29.29800000,28682.40000000,0,California,Long Beach,90815,33.79763800,-118.11662000,Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),3611
1803-BGNBD,2021-08-01,61.90200000,74613.00000000,0,California,Santa Monica,90402,34.03584900,-118.50350800,Female,No,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,3854
1790-NESIO,2021-08-01,23.25600000,29788.20000000,0,California,Concord,94518,37.95024800,-122.02245500,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,4883
